ukprn,provider,cah1_code,cah1_subject,cah2_code,cah2_subject,cah3_code,cah3_subject,question,agree_pct,agree_pct_sd,benchmark,respondents,population
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q12: How well have assessments allowed you to demonstrate what you have learned?,84.8,5.8,84.2,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q13: How often have you received assessment feedback on time?,90.9,6.3,74.4,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q14: How often does feedback help you to improve your work?,93.9,6.6,67.1,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q15: How easy was it to contact teaching staff when you needed to?,81.8,6.0,85.3,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q16: How well have teaching staff supported your learning?,97.0,4.9,84.3,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q17: How well organised is your course?,69.7,7.4,69.4,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q18: How well were any changes to teaching on your course communicated?,87.5,6.4,72.7,32,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q19: How well have the IT resources and facilities supported your learning?,87.9,5.5,85.2,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",81.3,6.2,84.4,32,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",72.7,6.3,87.6,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q22: To what extent do you get the right opportunities to give feedback on your course?,81.8,6.1,82.4,33,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q23: To what extent are students' opinions about the course valued by staff?,87.5,6.4,75.8,32,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q24: How clear is it that students' feedback on the course is acted on?,71.9,7.8,61.6,32,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q25: How well does the students' union (association or guild) represent students' academic interests?,80.8,7.5,71.2,26,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,Q26: How well communicated was information about your university/college's mental wellbeing support services?,90.0,6.1,80.1,30,42
10067853,ACM Guildford Limited,CAH11,computing,CAH11-01,computing,CAH11-01-06,computer games and animation,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",93.8,4.9,88.2,32,42
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q01: How good are teaching staff at explaining things?,89.3,1.9,94.3,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q02: How often do teaching staff make the subject engaging?,82.9,2.4,90.1,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q03: How often is the course intellectually stimulating?,78.1,2.7,82.6,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q04: How often does your course challenge you to achieve your best work?,81.7,2.5,86.1,186,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,81.3,2.5,85.4,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,84.5,2.4,86.6,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,84.0,2.5,85.0,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q08: To what extent does your course have the right balance of directed and independent study?,77.5,2.9,79.6,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,80.2,2.6,86.0,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q10: How clear were the marking criteria used to assess your work? ,72.0,3.0,77.3,186,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q11: How fair has the marking and assessment been on your course? ,85.6,2.6,83.6,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q12: How well have assessments allowed you to demonstrate what you have learned?,76.5,2.7,86.5,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q13: How often have you received assessment feedback on time?,87.6,2.6,82.0,185,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q14: How often does feedback help you to improve your work?,80.7,2.7,82.1,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q15: How easy was it to contact teaching staff when you needed to?,80.1,2.5,88.6,186,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q16: How well have teaching staff supported your learning?,87.2,2.2,91.2,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q17: How well organised is your course?,70.6,3.2,67.5,187,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q18: How well were any changes to teaching on your course communicated?,78.4,3.0,73.2,185,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q19: How well have the IT resources and facilities supported your learning?,81.2,2.8,79.8,181,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",76.4,2.8,83.6,178,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",80.0,2.7,80.6,185,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q22: To what extent do you get the right opportunities to give feedback on your course?,73.9,2.9,80.3,184,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q23: To what extent are students' opinions about the course valued by staff?,75.5,3.0,78.7,184,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q24: How clear is it that students' feedback on the course is acted on?,66.5,3.3,65.1,182,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q25: How well does the students' union (association or guild) represent students' academic interests?,75.9,3.2,70.9,166,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,Q26: How well communicated was information about your university/college's mental wellbeing support services?,87.3,2.6,81.4,181,244
10067853,ACM Guildford Limited,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-02,music,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",89.1,2.3,87.6,183,244
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q01: How good are teaching staff at explaining things?,100.0,4.9,97.1,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q02: How often do teaching staff make the subject engaging?,100.0,6.1,95.5,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q03: How often is the course intellectually stimulating?,100.0,8.7,87.9,10,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q04: How often does your course challenge you to achieve your best work?,100.0,7.3,92.8,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,81.8,9.6,89.7,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,100.0,7.2,93.3,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,90.9,9.0,87.9,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q08: To what extent does your course have the right balance of directed and independent study?,100.0,9.1,81.2,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,81.8,9.7,93.5,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q10: How clear were the marking criteria used to assess your work? ,90.9,9.6,76.7,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q11: How fair has the marking and assessment been on your course? ,100.0,8.4,90.0,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q12: How well have assessments allowed you to demonstrate what you have learned?,100.0,7.4,91.4,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q13: How often have you received assessment feedback on time?,63.6,10.9,76.5,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q14: How often does feedback help you to improve your work?,100.0,8.5,90.0,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q15: How easy was it to contact teaching staff when you needed to?,90.9,8.1,93.1,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q16: How well have teaching staff supported your learning?,100.0,6.2,93.4,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q17: How well organised is your course?,63.6,13.2,77.8,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q18: How well were any changes to teaching on your course communicated?,63.6,12.1,75.4,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q19: How well have the IT resources and facilities supported your learning?,100.0,9.4,72.8,10,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",63.6,11.7,78.3,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",90.9,8.7,79.9,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q22: To what extent do you get the right opportunities to give feedback on your course?,81.8,10.1,78.1,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q23: To what extent are students' opinions about the course valued by staff?,81.8,11.0,80.7,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q24: How clear is it that students' feedback on the course is acted on?,81.8,12.4,72.2,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q25: How well does the students' union (association or guild) represent students' academic interests?,70.0,12.7,77.5,10,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q26: How well communicated was information about your university/college's mental wellbeing support services?,63.6,11.7,79.4,11,21
10010093,Academy for Contemporary Circus and Physical Theatre,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",90.9,8.4,88.9,11,21
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q01: How good are teaching staff at explaining things?,85.0,6.5,94.0,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q02: How often do teaching staff make the subject engaging?,80.0,7.5,90.0,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q03: How often is the course intellectually stimulating?,75.0,9.1,81.6,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q04: How often does your course challenge you to achieve your best work?,70.0,8.8,86.1,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,75.0,8.6,85.7,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,75.0,8.7,85.9,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,80.0,8.4,85.3,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q08: To what extent does your course have the right balance of directed and independent study?,45.0,10.4,77.9,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,75.0,8.7,85.4,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q10: How clear were the marking criteria used to assess your work? ,70.0,9.5,74.9,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q11: How fair has the marking and assessment been on your course? ,70.0,9.1,83.1,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q12: How well have assessments allowed you to demonstrate what you have learned?,75.0,8.5,86.0,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q13: How often have you received assessment feedback on time?,50.0,10.5,80.3,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q14: How often does feedback help you to improve your work?,80.0,8.7,80.7,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q15: How easy was it to contact teaching staff when you needed to?,80.0,8.0,88.5,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q16: How well have teaching staff supported your learning?,90.0,6.6,90.9,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q17: How well organised is your course?,60.0,10.5,65.1,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q18: How well were any changes to teaching on your course communicated?,60.0,10.2,70.7,20,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q19: How well have the IT resources and facilities supported your learning?,57.9,9.9,79.1,19,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",58.8,10.4,83.6,17,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",38.9,11.1,81.1,18,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q22: To what extent do you get the right opportunities to give feedback on your course?,83.3,8.9,79.8,18,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q23: To what extent are students' opinions about the course valued by staff?,55.6,10.8,77.4,18,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q24: How clear is it that students' feedback on the course is acted on?,22.2,11.3,63.1,18,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q25: How well does the students' union (association or guild) represent students' academic interests?,56.3,11.6,69.1,16,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,Q26: How well communicated was information about your university/college's mental wellbeing support services?,70.6,10.2,80.0,17,32
10036456,Academy of Live Technology Ltd,CAH25,"design, and creative and performing arts",CAH25-02,performing arts,CAH25-02-03,drama,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",88.9,7.5,88.7,18,32
10004927,Activate Learning,CAH02,subjects allied to medicine,CAH02-06,allied health,CAH02-06-07,"counselling, psychotherapy and occupational therapy",Q01: How good are teaching staff at explaining things?,93.3,5.3,91.4,15,16
10004927,Activate Learning,CAH02,subjects allied to medicine,CAH02-06,allied health,CAH02-06-07,"counselling, psychotherapy and occupational therapy",Q02: How often do teaching staff make the subject engaging?,100.0,6.2,92.4,15,16
10004927,Activate Learning,CAH02,subjects allied to medicine,CAH02-06,allied health,CAH02-06-07,"counselling, psychotherapy and occupational therapy",Q03: How often is the course intellectually stimulating?,100.0,6.1,89.8,15,16
10004927,Activate Learning,CAH02,subjects allied to medicine,CAH02-06,allied health,CAH02-06-07,"counselling, psychotherapy and occupational therapy",Q04: How often does your course challenge you to achieve your best work?,100.0,6.0,89.0,15,16
10004927,Activate Learning,CAH02,subjects allied to medicine,CAH02-06,allied health,CAH02-06-07,"counselling, psychotherapy and occupational therapy",Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,100.0,6.7,87.2,15,16
10004927,Activate Learning,CAH02,subjects allied to medicine,CAH02-06,allied health,CAH02-06-07,"counselling, psychotherapy and occupational therapy",Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,100.0,5.8,88.2,15,16
10004927,Activate Learning,CAH02,subjects allied to medicine,CAH02-06,allied health,CAH02-06-07,"counselling, psychotherapy and occupational therapy",Q07: To what extent have you had the chance to bring together information and ideas from different topics?,100.0,6.1,86.5,15,16
10004927,Activate Learning,CAH02,subjects allied to medicine,CAH02-06,allied health,CAH02-06-07,"counselling, psychotherapy and occupational therapy",Q08: To what extent does your course have the right balance of directed and independent study?,100.0,7.7,85.2,15,16
