ukprn,provider,cah1_code,cah1_subject,cah2_code,cah2_subject,cah3_code,cah3_subject,question,agree_pct,agree_pct_sd,benchmark,respondents,population
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q13: How often have you received assessment feedback on time?,81.1,2.9,72.9,196,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q14: How often does feedback help you to improve your work?,58.9,3.4,59.1,197,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q15: How easy was it to contact teaching staff when you needed to?,87.1,2.4,84.9,194,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q16: How well have teaching staff supported your learning?,77.2,2.7,83.7,197,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q17: How well organised is your course?,60.6,3.3,60.7,198,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q18: How well were any changes to teaching on your course communicated?,59.2,3.3,62.4,196,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q19: How well have the IT resources and facilities supported your learning?,79.1,2.8,79.7,191,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",83.3,2.4,87.6,192,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",76.2,2.8,82.7,189,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q22: To what extent do you get the right opportunities to give feedback on your course?,82.7,2.5,86.6,197,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q23: To what extent are students' opinions about the course valued by staff?,67.0,3.2,67.6,197,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q24: How clear is it that students' feedback on the course is acted on?,51.8,3.4,60.0,197,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q25: How well does the students' union (association or guild) represent students' academic interests?,72.7,3.2,73.0,176,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),Q26: How well communicated was information about your university/college's mental wellbeing support services?,85.4,2.5,84.8,192,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-02,medicine (non-specific),"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",81.9,2.8,78.3,193,255
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q01: How good are teaching staff at explaining things?,72.7,10.7,91.8,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q02: How often do teaching staff make the subject engaging?,54.5,12.7,77.7,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q03: How often is the course intellectually stimulating?,90.9,7.0,92.6,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q04: How often does your course challenge you to achieve your best work?,81.8,10.2,89.5,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,90.9,10.1,86.4,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,63.6,11.6,84.4,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,81.8,10.2,86.1,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q08: To what extent does your course have the right balance of directed and independent study?,81.8,12.1,74.4,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,81.8,9.8,89.5,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q10: How clear were the marking criteria used to assess your work? ,54.5,13.4,67.2,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q11: How fair has the marking and assessment been on your course? ,54.5,12.7,78.2,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q12: How well have assessments allowed you to demonstrate what you have learned?,54.5,12.8,73.5,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q13: How often have you received assessment feedback on time?,100.0,10.0,80.5,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q14: How often does feedback help you to improve your work?,54.5,13.9,63.7,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q15: How easy was it to contact teaching staff when you needed to?,90.9,9.4,91.3,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q16: How well have teaching staff supported your learning?,81.8,10.8,87.4,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q17: How well organised is your course?,72.7,12.7,71.8,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q18: How well were any changes to teaching on your course communicated?,90.9,12.1,76.0,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q19: How well have the IT resources and facilities supported your learning?,81.8,10.5,88.9,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",72.7,11.0,88.6,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",72.7,11.5,88.9,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q22: To what extent do you get the right opportunities to give feedback on your course?,81.8,9.6,87.0,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q23: To what extent are students' opinions about the course valued by staff?,72.7,12.6,82.1,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q24: How clear is it that students' feedback on the course is acted on?,54.5,13.5,69.3,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q25: How well does the students' union (association or guild) represent students' academic interests?,77.8,12.9,82.0,9,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,Q26: How well communicated was information about your university/college's mental wellbeing support services?,72.7,11.3,87.4,11,13
10007158,University of Southampton,CAH01,medicine and dentistry,CAH01-01,medicine and dentistry,CAH01-01-03,medicine by specialism,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",63.6,12.3,80.0,11,13
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q01: How good are teaching staff at explaining things?,81.8,8.7,95.3,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q02: How often do teaching staff make the subject engaging?,54.5,13.3,81.4,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q03: How often is the course intellectually stimulating?,81.8,8.8,87.8,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q04: How often does your course challenge you to achieve your best work?,81.8,10.2,87.0,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,81.8,10.7,85.6,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,81.8,10.1,87.9,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,63.6,11.0,87.8,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q08: To what extent does your course have the right balance of directed and independent study?,81.8,11.5,81.3,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,63.6,11.3,85.2,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q10: How clear were the marking criteria used to assess your work? ,72.7,11.9,75.3,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q11: How fair has the marking and assessment been on your course? ,81.8,11.3,84.1,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q12: How well have assessments allowed you to demonstrate what you have learned?,45.5,13.8,76.6,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q13: How often have you received assessment feedback on time?,72.7,12.4,79.2,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q14: How often does feedback help you to improve your work?,54.5,13.5,71.0,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q15: How easy was it to contact teaching staff when you needed to?,90.9,8.7,90.8,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q16: How well have teaching staff supported your learning?,72.7,10.5,88.8,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q17: How well organised is your course?,100.0,10.7,79.2,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q18: How well were any changes to teaching on your course communicated?,90.0,11.4,82.5,10,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q19: How well have the IT resources and facilities supported your learning?,90.9,8.8,88.7,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",90.9,8.5,91.1,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",81.8,10.2,88.9,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q22: To what extent do you get the right opportunities to give feedback on your course?,90.9,9.5,88.2,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q23: To what extent are students' opinions about the course valued by staff?,72.7,12.7,80.5,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q24: How clear is it that students' feedback on the course is acted on?,54.5,13.9,69.8,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q25: How well does the students' union (association or guild) represent students' academic interests?,60.0,12.4,78.2,10,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,Q26: How well communicated was information about your university/college's mental wellbeing support services?,80.0,11.6,82.6,10,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-02,"pharmacology, toxicology and pharmacy",CAH02-02-01,pharmacology,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",81.8,9.9,86.0,11,16
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q01: How good are teaching staff at explaining things?,96.3,3.0,90.7,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q02: How often do teaching staff make the subject engaging?,76.9,4.4,79.8,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q03: How often is the course intellectually stimulating?,78.4,4.4,77.6,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q04: How often does your course challenge you to achieve your best work?,85.1,3.9,86.6,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,84.3,4.1,83.0,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,83.6,4.1,84.1,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,82.1,4.1,84.5,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q08: To what extent does your course have the right balance of directed and independent study?,69.4,4.9,76.6,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,90.3,3.5,86.6,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q10: How clear were the marking criteria used to assess your work? ,64.2,4.9,75.0,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q11: How fair has the marking and assessment been on your course? ,73.9,4.6,75.8,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q12: How well have assessments allowed you to demonstrate what you have learned?,75.4,4.8,76.5,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q13: How often have you received assessment feedback on time?,77.6,4.0,88.2,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q14: How often does feedback help you to improve your work?,61.2,5.1,73.6,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q15: How easy was it to contact teaching staff when you needed to?,81.3,4.4,79.9,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q16: How well have teaching staff supported your learning?,82.1,4.0,84.6,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q17: How well organised is your course?,61.2,5.6,53.7,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q18: How well were any changes to teaching on your course communicated?,61.8,5.5,64.3,66,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q19: How well have the IT resources and facilities supported your learning?,86.0,3.9,85.9,61,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",93.0,2.8,91.9,64,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",89.8,3.5,87.3,64,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q22: To what extent do you get the right opportunities to give feedback on your course?,84.1,4.2,84.6,66,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q23: To what extent are students' opinions about the course valued by staff?,71.2,4.9,74.7,66,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q24: How clear is it that students' feedback on the course is acted on?,62.7,5.4,63.4,67,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q25: How well does the students' union (association or guild) represent students' academic interests?,74.6,5.0,73.7,59,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,Q26: How well communicated was information about your university/college's mental wellbeing support services?,82.4,4.3,80.5,66,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-02,adult nursing,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",88.5,3.6,86.2,65,81
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q01: How good are teaching staff at explaining things?,89.3,5.1,88.9,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q02: How often do teaching staff make the subject engaging?,89.3,6.9,78.5,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q03: How often is the course intellectually stimulating?,92.9,6.6,76.1,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q04: How often does your course challenge you to achieve your best work?,96.4,5.8,85.6,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q05: To what extent have you had the chance to explore ideas and concepts in depth? ,96.4,5.9,81.2,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q06: How well does your course introduce subjects and skills in a way that builds on what you have already learned?,89.3,6.7,82.6,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q07: To what extent have you had the chance to bring together information and ideas from different topics?,96.4,6.3,82.9,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q08: To what extent does your course have the right balance of directed and independent study?,78.6,8.0,73.8,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q09: How well has your course developed your knowledge and skills that you think you will need for your future?,96.4,5.3,85.0,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q10: How clear were the marking criteria used to assess your work? ,89.3,7.9,74.8,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q11: How fair has the marking and assessment been on your course? ,89.3,7.2,76.1,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q12: How well have assessments allowed you to demonstrate what you have learned?,89.3,7.4,75.8,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q13: How often have you received assessment feedback on time?,85.7,5.3,90.5,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q14: How often does feedback help you to improve your work?,92.9,7.6,73.4,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q15: How easy was it to contact teaching staff when you needed to?,96.4,6.6,77.2,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q16: How well have teaching staff supported your learning?,92.9,6.1,82.0,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q17: How well organised is your course?,82.1,8.8,51.0,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q18: How well were any changes to teaching on your course communicated?,85.7,8.3,62.1,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q19: How well have the IT resources and facilities supported your learning?,88.5,6.3,86.3,26,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,"Q20: How well have the library resources (e.g., books, online services and learning spaces) supported your learning?",92.6,5.1,93.0,27,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,"Q21: How easy is it to access subject specific resources (e.g., equipment, facilities, software) when you need them?",96.2,6.1,87.0,26,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q22: To what extent do you get the right opportunities to give feedback on your course?,92.9,6.5,81.8,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q23: To what extent are students' opinions about the course valued by staff?,85.7,7.7,70.7,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q24: How clear is it that students' feedback on the course is acted on?,89.3,8.7,59.0,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q25: How well does the students' union (association or guild) represent students' academic interests?,95.8,7.7,73.4,24,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,Q26: How well communicated was information about your university/college's mental wellbeing support services?,96.4,6.7,78.7,28,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-04,midwifery,"Q27: During your studies, how free did you feel to express your ideas, opinions, and beliefs?",96.3,6.1,85.1,27,32
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-05,children's nursing,Q01: How good are teaching staff at explaining things?,92.9,4.2,91.3,35,42
10007158,University of Southampton,CAH02,subjects allied to medicine,CAH02-04,nursing and midwifery,CAH02-04-05,children's nursing,Q02: How often do teaching staff make the subject engaging?,90.0,6.2,81.3,35,42
